seqid	type	start	end	strand	id	name	product	ec_number	kegg	dbxref
NA	CDS	1176	2129	-	MGYG000003490_01370	yteP_5	putative multiple-sugar transport system permease YteP	NA	ko:K17319	NA
NA	CDS	599625	600374	+	MGYG000001468_03434	NA	hypothetical protein	NA	-	NA
NA	CDS	1071	2420	+	MGYG000004465_01147	NA	hypothetical protein	NA	ko:K07133	NA
NA	CDS	6053	7072	-	MGYG000001290_00371	pheS	Phenylalanine--tRNA ligase alpha subunit	NA	ko:K01889	NA
NA	CDS	466092	467111	+	MGYG000001311_02436	NA	hypothetical protein	NA	-	NA
NA	CDS	1381	2658	-	MGYG000001650_01119	NA	hypothetical protein	NA	-	NA
NA	CDS	2078	3343	+	MGYG000000534_01835	purH_2	Bifunctional purine biosynthesis protein PurH	NA	ko:K00602	NA
NA	CDS	32681	33463	+	MGYG000003248_00878	NA	hypothetical protein	NA	-	NA
NA	CDS	4037	5248	-	MGYG000004415_00210	NA	hypothetical protein	NA	-	NA
NA	CDS	222040	223800	+	MGYG000003695_01179	NA	putative ABC transporter ATP-binding protein	NA	ko:K06148	NA
NA	CDS	5807	6541	+	MGYG000003131_02722	cobS_2	Adenosylcobinamide-GDP ribazoletransferase	NA	ko:K02233	NA
NA	CDS	67399	67893	-	MGYG000000134_02131	DmdB	2,3-dimethylmalate dehydratase small subunit	NA	-	NA
NA	CDS	122278	122934	-	MGYG000004846_00449	NA	hypothetical protein	NA	-	NA
NA	CDS	2309	3733	-	MGYG000001935_01200	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	NA	ko:K01929	NA
NA	CDS	11571	12695	+	MGYG000002480_00946	arlS	Signal transduction histidine-protein kinase ArlS	NA	-	NA
NA	CDS	6717	7109	+	MGYG000000357_02097	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	6972	7304	+	MGYG000001967_00764	NA	hypothetical protein	NA	-	NA
NA	CDS	82	858	+	MGYG000003256_01443	bglB_3	Thermostable beta-glucosidase B	NA	ko:K05349	NA
NA	CDS	644	1375	-	MGYG000003871_01278	fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	NA	ko:K00059	NA
NA	CDS	28101	28379	+	MGYG000004199_00215	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	7319	7528	-	MGYG000000423_01247	NA	hypothetical protein	NA	c(""""ko:K01533"""", """"ko:K17686"""")	NA
NA	CDS	2929309	2931318	+	MGYG000002478_02292	NA	hypothetical protein	NA	-	NA
NA	CDS	170153	170308	+	MGYG000000268_01128	NA	hypothetical protein	NA	-	NA
NA	CDS	15569	16885	+	MGYG000000335_00115	cimH	Citrate/malate transporter	NA	-	NA
NA	CDS	124156	124332	-	MGYG000001390_02687	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	220354	221544	+	MGYG000000509_00202	surA	Chaperone SurA	NA	ko:K03769	NA
NA	CDS	22203	23708	+	MGYG000000022_02836	dinB_3	DNA polymerase IV	NA	ko:K03502	NA
NA	CDS	2867	3532	-	MGYG000002048_00739	ybbA	putative protein YbbA	NA	-	NA
NA	CDS	79967	81718	-	MGYG000000041_00401	spoVD_1	Stage V sporulation protein D	NA	c(""""ko:K03587"""", """"ko:K08384"""")	NA
NA	CDS	11187	11675	+	MGYG000002001_02041	NA	hypothetical protein	NA	-	NA
NA	CDS	124512	125291	+	MGYG000000532_00330	comC	Type 4 prepilin-like proteins leader peptide-processing enzyme	NA	ko:K02654	NA
NA	CDS	2083304	2083612	-	MGYG000001347_02038	ntpG	V-type sodium ATPase subunit G	NA	ko:K02122	NA
NA	CDS	854970	855575	+	MGYG000002406_02219	NA	hypothetical protein	NA	-	NA
NA	CDS	235619	236290	-	MGYG000000484_00560	cmk_2	Cytidylate kinase	NA	ko:K00945	NA
NA	CDS	61132	61584	-	MGYG000004137_00901	NA	hypothetical protein	NA	-	NA
NA	CDS	13998	16847	-	MGYG000003935_00425	mfd_1	Transcription-repair-coupling factor	NA	ko:K03723	NA
NA	CDS	49	771	+	MGYG000000702_00747	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	11705	12622	-	MGYG000002613_01518	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	12618	13445	-	MGYG000000357_01531	murQ	N-acetylmuramic acid 6-phosphate etherase	NA	ko:K07106	NA
NA	CDS	2515	2769	-	MGYG000003734_03393	NA	hypothetical protein	NA	-	NA
NA	CDS	105	1613	-	MGYG000003119_01364	hutH_2	Histidine ammonia-lyase	NA	c(""""ko:K01745"""", """"ko:K10774"""")	NA
NA	CDS	852	1583	-	MGYG000004857_01047	NA	hypothetical protein	NA	ko:K09861	NA
NA	CDS	12057	13355	+	MGYG000003572_00097	NA	hypothetical protein	NA	ko:K16211	NA
NA	CDS	12469	13983	+	MGYG000001784_01547	NA	Polyphosphate:AMP phosphotransferase	NA	-	NA
NA	CDS	556	816	-	MGYG000001371_06244	spoVS	Stage V sporulation protein S	NA	ko:K06416	NA
NA	CDS	3794	4153	-	MGYG000004884_01845	yccF	Inner membrane protein YccF	NA	ko:K03458	NA
NA	CDS	47193	49313	+	MGYG000000389_00249	cheA	Chemotaxis protein CheA	NA	ko:K03407	NA
NA	CDS	44732	45142	-	MGYG000000772_01139	NA	hypothetical protein	NA	-	NA
NA	CDS	9146	10630	-	MGYG000004208_01788	NA	hypothetical protein	NA	-	NA
NA	CDS	29215	30669	-	MGYG000001576_02291	sasA_10	Adaptive-response sensory-kinase SasA	NA	-	NA
NA	CDS	4366	5013	-	MGYG000000724_01346	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	28535	29107	-	MGYG000000086_01237	glpG	Rhomboid protease GlpG	NA	ko:K02441	NA
NA	CDS	4076	5785	-	MGYG000002721_02438	NA	hypothetical protein	NA	ko:K21572	NA
NA	CDS	11885	13042	+	MGYG000003215_01695	NA	hypothetical protein	NA	-	NA
NA	CDS	41228	41662	+	MGYG000002589_01309	NA	hypothetical protein	NA	-	NA
NA	CDS	27856	29607	-	MGYG000004788_00253	lacE_1	PTS system lactose-specific EIICB component	NA	c(""""ko:K02787"""", """"ko:K02788"""")	NA
NA	CDS	3556	4017	+	MGYG000001891_01812	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	2107260	2107994	+	MGYG000002408_02531	NA	hypothetical protein	NA	ko:K08174	NA
NA	CDS	22792	23466	+	MGYG000000386_00172	NA	hypothetical protein	NA	-	NA
NA	CDS	22934	23359	-	MGYG000002449_02955	NA	hypothetical protein	NA	ko:K03088	NA
NA	CDS	1087	1536	+	MGYG000003159_01347	yneA	Cell division suppressor protein YneA	NA	-	NA
NA	CDS	61578	61970	-	MGYG000003184_02778	yqjF	Inner membrane protein YqjF	NA	ko:K15977	NA
NA	CDS	125026	125241	+	MGYG000003395_01343	cspB	Cold shock-like protein CspB	NA	ko:K03704	NA
NA	CDS	28378	28782	+	MGYG000001158_01570	NA	hypothetical protein	NA	-	NA
NA	CDS	310040	310519	-	MGYG000002368_00306	ccmE	Cytochrome c-type biogenesis protein CcmE	NA	ko:K02197	NA
NA	CDS	9690	11513	+	MGYG000002622_02629	ltrA	Group II intron-encoded protein LtrA	NA	-	NA
NA	CDS	9060	10901	-	MGYG000003395_00230	rpoD	RNA polymerase sigma factor RpoD	NA	ko:K03086	NA
NA	CDS	110072	110656	+	MGYG000002527_04023	NA	hypothetical protein	NA	ko:K07183	NA
NA	CDS	18435	19457	-	MGYG000004879_00942	mreB_2	Rod shape-determining protein MreB	NA	ko:K03569	NA
NA	CDS	24417	25166	-	MGYG000003529_00446	map	Methionine aminopeptidase 1	NA	ko:K01265	NA
NA	ncRNA	14230	14307	-	MGYG000000187_37_ncRNA15	NA	Cyclic di-GMP-I riboswitch	NA	character(0)	NA
NA	CDS	1227	1400	+	MGYG000003510_01289	NA	hypothetical protein	NA	ko:K07339	NA
NA	CDS	34661	36385	+	MGYG000000805_00476	dnaA	Chromosomal replication initiator protein DnaA	NA	ko:K02313	NA
NA	CDS	47277	48044	-	MGYG000000001_01422	tuaG	Putative teichuronic acid biosynthesis glycosyltransferase TuaG	NA	-	NA
NA	CDS	20542	21447	+	MGYG000004483_00848	miaA_1	tRNA dimethylallyltransferase	NA	ko:K00791	NA
NA	CDS	11022	11189	-	MGYG000000745_01327	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	197	1864	-	MGYG000004017_02635	asnO	Asparagine synthetase [glutamine-hydrolyzing] 3	NA	ko:K01953	NA
NA	CDS	25013	26239	-	MGYG000001222_01323	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	34452	35903	+	MGYG000000539_01154	trkH	Trk system potassium uptake protein TrkH	NA	ko:K03498	NA
NA	CDS	31255	32013	-	MGYG000002542_00334	hisF	Imidazole glycerol phosphate synthase subunit HisF	NA	ko:K02500	NA
NA	ncRNA	12122	12187	+	MGYG000004124_11_ncRNA9	NA	tRNA	NA	character(0)	NA
NA	CDS	236218	237108	+	MGYG000001496_00239	NA	hypothetical protein	NA	ko:K01992	NA
NA	CDS	7173	8123	-	MGYG000004160_01339	mepA_4	Multidrug export protein MepA	NA	-	NA
NA	CDS	3042	3659	-	MGYG000003236_01134	NA	hypothetical protein	NA	-	NA
NA	CDS	1289902	1291155	-	MGYG000002331_02890	sdaC_2	Serine transporter	NA	ko:K03837	NA
NA	CDS	10189	11430	-	MGYG000000437_02029	pncC_2	Nicotinamide-nucleotide amidohydrolase PncC	NA	c(""""ko:K03742"""", """"ko:K03743"""")	NA
NA	CDS	2210602	2211603	-	MGYG000002388_02191	rbsR	Ribose operon repressor	NA	ko:K02529	NA
NA	CDS	9428	11935	+	MGYG000000033_02085	NA	hypothetical protein	NA	ko:K21471	NA
NA	CDS	2439	3476	-	MGYG000001573_00359	NA	hypothetical protein	NA	ko:K07316	NA
NA	CDS	35586	36512	-	MGYG000004719_01013	NA	hypothetical protein	NA	-	NA
NA	CDS	22768	24225	+	MGYG000001590_00988	guaB_1	Inosine-5'-monophosphate dehydrogenase	NA	ko:K00088	NA
NA	CDS	550830	552179	+	MGYG000000526_00432	bepC	Outer membrane efflux protein BepC	NA	ko:K12340	NA
NA	CDS	9164	9418	-	MGYG000000485_01796	NA	hypothetical protein	NA	-	NA
NA	CDS	70953	73898	+	MGYG000003476_00114	NA	hypothetical protein	NA	-	NA
NA	CDS	68195	68914	-	MGYG000001646_00201	deoD	Purine nucleoside phosphorylase DeoD-type	NA	-	NA
NA	CDS	3457	3777	-	MGYG000004897_02035	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	126859	127272	+	MGYG000000100_01485	NA	hypothetical protein	NA	-	NA
NA	CDS	300101	300586	-	MGYG000001465_01375	NA	hypothetical protein	NA	ko:K03830	NA
NA	CDS	1283	1747	+	MGYG000004873_00701	NA	hypothetical protein	NA	-	NA
NA	CDS	18903	19298	-	MGYG000000136_01246	mgsA	Methylglyoxal synthase	NA	ko:K05837	NA
NA	CDS	199606	199938	-	MGYG000000223_01255	NA	hypothetical protein	NA	-	NA
NA	CDS	5691	6338	+	MGYG000003891_01469	NA	hypothetical protein	NA	ko:K02237	NA
NA	CDS	18489	22283	+	MGYG000002585_00548	dnaE	DNA polymerase III subunit alpha	NA	ko:K02337	NA
NA	CDS	874	1086	-	MGYG000000601_01085	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	39197	39871	-	MGYG000004117_01043	trmK	tRNA (adenine(22)-N(1))-methyltransferase	NA	ko:K06967	NA
NA	CDS	3261	6776	+	MGYG000004380_00421	NA	hypothetical protein	NA	-	NA
NA	CDS	15374	15808	-	MGYG000002536_00960	rplO	50S ribosomal protein L15	NA	ko:K02876	NA
NA	CDS	37993	39126	+	MGYG000003037_01146	NA	hypothetical protein	NA	-	NA
NA	CDS	237017	238849	+	MGYG000002334_00194	glnD	Bifunctional uridylyltransferase/uridylyl-removing enzyme	NA	ko:K00990	NA
NA	CDS	24	857	-	MGYG000001731_01264	NA	hypothetical protein	NA	ko:K06871	NA
NA	CDS	354	2156	-	MGYG000002036_01285	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	5094	6227	+	MGYG000000947_00919	fic	Adenosine monophosphate-protein transferase SoFic	NA	-	NA
NA	CDS	4941	5444	-	MGYG000003024_01378	hycI	Hydrogenase 3 maturation protease	NA	ko:K08315	NA
NA	CDS	100073	101821	+	MGYG000000233_01419	NA	hypothetical protein	NA	ko:K11358	NA
NA	CDS	57540	58271	-	MGYG000002816_04027	ompR_2	Transcriptional regulatory protein OmpR	NA	ko:K02483	NA
NA	CDS	9355	9645	+	MGYG000002349_01662	NA	IS3 family transposase ISSag4	NA	-	NA
NA	CDS	117940	118101	-	MGYG000002392_00113	NA	hypothetical protein	NA	-	NA
NA	CDS	51963	52835	+	MGYG000003698_01608	NA	hypothetical protein	NA	-	NA
NA	CDS	204	638	+	MGYG000001221_01168	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	4011	4253	+	MGYG000000592_01395	atpH_1	ATP synthase subunit c	NA	ko:K02110	NA
NA	CDS	441	1187	+	MGYG000003119_01240	NA	hypothetical protein	NA	ko:K07507	NA
NA	CDS	10584	11462	+	MGYG000004175_00968	NA	hypothetical protein	NA	-	NA
NA	CDS	315680	316408	+	MGYG000001342_01389	NA	hypothetical protein	NA	ko:K20461	NA
NA	CDS	30671	31609	+	MGYG000004306_00652	rluD	Ribosomal large subunit pseudouridine synthase D	NA	ko:K06180	NA
NA	CDS	44786	45457	+	MGYG000001534_02136	NA	hypothetical protein	NA	-	NA
NA	CDS	76398	78578	+	MGYG000002286_02892	agaSK	Bifunctional alpha-galactosidase/sucrose kinase AgaSK	NA	ko:K07407	NA
NA	CDS	11891	13519	+	MGYG000000872_02201	NA	SusD-like protein	NA	ko:K21572	NA
NA	CDS	134228	136162	+	MGYG000001076_03148	nadE	Glutamine-dependent NAD(+) synthetase	NA	ko:K01950	NA
NA	CDS	3052	4071	-	MGYG000004771_00753	galE	UDP-glucose 4-epimerase	NA	ko:K01784	NA
NA	CDS	4081	4458	+	MGYG000002170_01404	NA	hypothetical protein	NA	-	NA
NA	CDS	4274	5401	-	MGYG000001000_00475	ugtP	Processive diacylglycerol beta-glucosyltransferase	NA	ko:K03429	NA
NA	CDS	57038	58765	+	MGYG000002596_00230	spoVD_2	Stage V sporulation protein D	NA	c(""""ko:K03587"""", """"ko:K08384"""")	NA
NA	CDS	22257	23162	+	MGYG000004219_01710	pta_1	Phosphate acetyltransferase	NA	ko:K00634	NA
NA	CDS	26674	27519	-	MGYG000000874_00253	folD	Bifunctional protein FolD protein	NA	ko:K01491	NA
NA	CDS	42377	42844	+	MGYG000000647_00037	NA	hypothetical protein	NA	-	NA
NA	CDS	25316	26173	+	MGYG000001936_00577	pdxK	Pyridoxine/pyridoxal/pyridoxamine kinase	NA	ko:K00868	NA
NA	CDS	14419	14940	-	MGYG000003844_01925	nusG	Transcription termination/antitermination protein NusG	NA	ko:K02601	NA
NA	CDS	19123	19476	-	MGYG000000169_01587	NA	hypothetical protein	NA	ko:K06407	NA
NA	CDS	36	1451	+	MGYG000003112_00850	fruA	PTS system fructose-specific EIIABC component	NA	c(""""ko:K02768"""", """"ko:K02769"""", """"ko:K02770"""")	NA
NA	CDS	74131	74514	+	MGYG000004430_02224	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	112454	112711	-	MGYG000002521_00281	silE_2	Silver-binding protein SilE	NA	-	NA
NA	CDS	45925	47397	-	MGYG000000123_03258	glpK_1	Glycerol kinase	NA	ko:K00864	NA
NA	CDS	39986	40210	-	MGYG000003874_00499	dltC	D-alanine--poly(phosphoribitol) ligase subunit 2	NA	-	NA
NA	CDS	1171793	1172518	+	MGYG000002407_03811	NA	hypothetical protein	NA	-	NA
NA	CDS	140235	140570	-	MGYG000002502_01592	NA	hypothetical protein	NA	-	NA
NA	CDS	2977	3747	-	MGYG000003189_01365	NA	hypothetical protein	NA	-	NA
NA	CDS	2449520	2450536	+	MGYG000001436_05197	NA	hypothetical protein	NA	ko:K10716	NA
NA	CDS	59758	59955	+	MGYG000001936_00242	rpmD	50S ribosomal protein L30	NA	ko:K02907	NA
NA	CDS	54039	56129	-	MGYG000002609_02011	NA	hypothetical protein	NA	ko:K03406	NA
NA	CDS	1832112	1832567	+	MGYG000002384_02023	dasR	HTH-type transcriptional repressor DasR	NA	ko:K03710	NA
NA	CDS	17233	17691	+	MGYG000003137_07237	NA	hypothetical protein	NA	-	NA
NA	CDS	4409	5272	+	MGYG000001157_00484	NA	Fatty acid-binding protein	NA	-	NA
NA	CDS	5539	6675	-	MGYG000002903_01048	gcdB_2	Glutaconyl-CoA decarboxylase subunit beta	NA	ko:K01615	NA
NA	CDS	1205703	1206518	+	MGYG000001447_01016	NA	hypothetical protein	NA	-	NA
NA	CDS	90835	91809	-	MGYG000000150_03629	lacF_30	Lactose transport system permease protein LacF	NA	ko:K02025	NA
NA	CDS	1550	2341	-	MGYG000003513_01368	NA	hypothetical protein	NA	-	NA
NA	ncRNA	304199	304550	+	MGYG000000918_1_ncRNA1	NA	Bacterial small subunit ribosomal RNA	NA	character(0)	NA
NA	CDS	36374	37756	+	MGYG000000387_01083	NA	hypothetical protein	NA	-	NA
NA	CDS	932	1513	-	MGYG000004439_01625	NA	hypothetical protein	NA	-	NA
NA	CDS	13328	16108	+	MGYG000000785_00256	gyrA	DNA gyrase subunit A	NA	ko:K02469	NA
NA	CDS	343	615	-	MGYG000002715_01716	hup_3	DNA-binding protein HU	NA	ko:K03530	NA
NA	CDS	4667	5245	+	MGYG000000587_00272	NA	hypothetical protein	NA	-	NA
NA	CDS	175	756	-	MGYG000000839_02136	NA	hypothetical protein	NA	-	NA
NA	CDS	6751	6843	-	MGYG000003873_01750	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	95655	96317	-	MGYG000001443_05046	NA	hypothetical protein	NA	-	NA
NA	CDS	48073	48678	+	MGYG000004469_00717	NA	hypothetical protein	NA	-	NA
NA	CDS	40010	41836	-	MGYG000000958_01101	gatA_2	Glutamyl-tRNA(Gln) amidotransferase subunit A	NA	-	NA
NA	CDS	115146	115847	+	MGYG000000457_00441	kdgR_2	Pectin degradation repressor protein KdgR	NA	ko:K13641	NA
NA	CDS	102796	103155	-	MGYG000000235_00095	pspC	Phage shock protein C	NA	ko:K03973	NA
NA	CDS	434896	435543	-	MGYG000002458_00465	NA	hypothetical protein	NA	-	NA
NA	CDS	7397	8521	-	MGYG000000792_01039	NA	hypothetical protein	NA	ko:K07260	NA
NA	CDS	392177	393856	-	MGYG000004099_00919	glnS	Glutamine--tRNA ligase	NA	ko:K01886	NA
NA	CDS	6065	7216	-	MGYG000001763_01376	susE	Outer membrane protein SusE	NA	ko:K21571	NA
NA	CDS	15560	15967	-	MGYG000002712_01183	NA	hypothetical protein	NA	-	NA
NA	CDS	6398	6904	-	MGYG000002132_00698	NA	hypothetical protein	NA	-	NA
NA	CDS	58732	59760	-	MGYG000004226_01164	NA	hypothetical protein	NA	-	NA
NA	CDS	2317	2979	+	MGYG000001642_01304	NA	hypothetical protein	NA	-	NA
NA	CDS	73530	74858	+	MGYG000003150_00597	ktrB	Ktr system potassium uptake protein B	NA	ko:K03498	NA
NA	CDS	1469139	1470458	+	MGYG000001509_02233	NA	hypothetical protein	NA	ko:K00963	NA
NA	CDS	1807234	1809045	-	MGYG000001550_02017	NA	putative ABC transporter ATP-binding protein	NA	ko:K06147	NA
NA	CDS	5655	6566	+	MGYG000003274_01685	NA	hypothetical protein	NA	-	NA
NA	CDS	51849	53741	+	MGYG000004231_00527	NA	hypothetical protein	NA	ko:K18814	NA
NA	CDS	30569	31420	-	MGYG000000513_01133	ribF	Riboflavin biosynthesis protein RibF	NA	ko:K11753	NA
NA	CDS	15621	17507	-	MGYG000000467_01900	htpG	Chaperone protein HtpG	NA	ko:K04079	NA
NA	CDS	80773	81261	-	MGYG000001489_04684	NA	hypothetical protein	NA	-	NA
NA	CDS	1284	1637	+	MGYG000002694_01009	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	40908	41597	-	MGYG000004104_01250	NA	hypothetical protein	NA	-	NA
NA	CDS	507215	507793	-	MGYG000001498_00635	Int-Tn	Transposase from transposon Tn916	NA	-	NA
NA	CDS	78308	79987	-	MGYG000004666_01316	ettA	Energy-dependent translational throttle protein EttA	NA	-	NA
NA	CDS	330	1661	+	MGYG000003593_01601	rlmCD_2	23S rRNA (uracil-C(5))-methyltransferase RlmCD	NA	ko:K03215	NA
NA	CDS	14047	15384	-	MGYG000001820_00417	NA	Butanoate coenzyme A-transferase	NA	-	NA
NA	CDS	26811	27026	+	MGYG000002697_01728	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	23047	24057	+	MGYG000002507_02951	yjmC	putative oxidoreductase YjmC	NA	ko:K00073	NA
NA	CDS	18372	20726	+	MGYG000000367_00312	sasA_1	Adaptive-response sensory-kinase SasA	NA	-	NA
NA	CDS	1565	4591	-	MGYG000001261_02476	btuB_45	Vitamin B12 transporter BtuB	NA	-	NA
NA	CDS	14511	15752	-	MGYG000001937_01499	NA	hypothetical protein	NA	ko:K01992	NA
NA	CDS	279947	280702	-	MGYG000003403_00741	NA	hypothetical protein	NA	-	NA
NA	ncRNA	18648	18706	+	MGYG000003897_5_ncRNA6	NA	tRNA	NA	character(0)	NA
NA	CDS	7948	8565	+	MGYG000001081_01844	gabD	Succinate-semialdehyde dehydrogenase [NADP(+)]	NA	ko:K00135	NA
NA	CDS	2201	2791	-	MGYG000004835_01640	NA	hypothetical protein	NA	ko:K09681	NA
NA	CDS	15566	16366	+	MGYG000000106_01910	NA	hypothetical protein	NA	-	NA
NA	CDS	98256	98990	-	MGYG000000095_00802	NA	hypothetical protein	NA	-	NA
NA	CDS	28772	29527	-	MGYG000000810_01601	glnH_3	Glutamine-binding periplasmic protein	NA	ko:K10013	NA
NA	CDS	261124	261963	-	MGYG000003403_02930	nhoA	N-hydroxyarylamine O-acetyltransferase	NA	ko:K00675	NA
NA	CDS	443	1465	-	MGYG000004232_02509	trpS2	Tryptophan--tRNA ligase 2	NA	ko:K01867	NA
NA	CDS	22420	22872	+	MGYG000001370_03535	NA	hypothetical protein	NA	-	NA
NA	CDS	25001	25276	+	MGYG000002499_04210	NA	hypothetical protein	NA	-	NA
NA	CDS	2251	3390	+	MGYG000000068_02354	NA	hypothetical protein	NA	ko:K02338	NA
NA	CDS	56702	56872	+	MGYG000002578_00048	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	196139	197428	+	MGYG000000196_02368	NA	hypothetical protein	NA	ko:K07133	NA
NA	CDS	12653	12988	+	MGYG000004681_01141	NA	hypothetical protein	NA	-	NA
NA	CDS	28718	29464	+	MGYG000004784_01247	minD	Septum site-determining protein MinD	NA	ko:K03609	NA
NA	CDS	313176	313751	+	MGYG000004477_00329	gmk_1	Guanylate kinase	NA	ko:K00942	NA
NA	CDS	20599	21840	-	MGYG000004900_00629	ymfD	Bacillibactin exporter	NA	-	NA
NA	CDS	3683	4624	-	MGYG000000287_02777	NA	hypothetical protein	NA	-	NA
NA	CDS	56178	56600	+	MGYG000002543_00677	NA	hypothetical protein	NA	-	NA
NA	CDS	1248	2450	-	MGYG000002131_02120	rlmCD	23S rRNA (uracil-C(5))-methyltransferase RlmCD	NA	ko:K03215	NA
NA	CDS	10716	11774	+	MGYG000002786_01447	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	6219	6554	+	MGYG000003592_00455	yybR	putative HTH-type transcriptional regulator YybR	NA	-	NA
NA	CDS	5341	6258	-	MGYG000000577_00851	NA	hypothetical protein	NA	-	NA
NA	CDS	27769	29091	+	MGYG000000444_01214	rarA_2	Replication-associated recombination protein A	NA	ko:K07478	NA
NA	CDS	175291	176046	+	MGYG000000364_00394	NA	hypothetical protein	NA	-	NA
NA	CDS	1097046	1098314	+	MGYG000001539_02786	NA	hypothetical protein	NA	ko:K05820	NA
NA	CDS	13354	14301	+	MGYG000000558_01716	NA	hypothetical protein	NA	-	NA
NA	CDS	13338	14039	-	MGYG000000835_01486	rspR_2	HTH-type transcriptional repressor RspR	NA	-	NA
NA	CDS	10606	11166	+	MGYG000000956_01332	frr	Ribosome-recycling factor	NA	ko:K02838	NA
NA	CDS	95069	96118	-	MGYG000004418_00830	NA	hypothetical protein	NA	ko:K02034	NA
NA	CDS	738	1433	+	MGYG000004714_00065	yknY_1	putative ABC transporter ATP-binding protein YknY	NA	ko:K02003	NA
NA	CDS	3985	4368	-	MGYG000001804_01795	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	1410	1781	+	MGYG000004277_01740	NA	hypothetical protein	NA	-	NA
NA	CDS	126252	126572	-	MGYG000000030_00871	NA	hypothetical protein	NA	-	NA
NA	CDS	19048	19521	-	MGYG000004230_01057	NA	hypothetical protein	NA	-	NA
NA	CDS	32615	33757	-	MGYG000003736_02252	NA	hypothetical protein	NA	ko:K07098	NA
NA	CDS	23982	25058	+	MGYG000004309_01789	NA	hypothetical protein	NA	ko:K07091	NA
NA	CDS	82854	83870	+	MGYG000001698_03260	NA	hypothetical protein	NA	ko:K01992	NA
NA	CDS	33680	34150	+	MGYG000003736_02041	NA	Putative universal stress protein	NA	-	NA
NA	CDS	82712	83524	+	MGYG000004532_00387	NA	hypothetical protein	NA	-	NA
NA	CDS	20936	21298	-	MGYG000001458_00105	rplL	50S ribosomal protein L7/L12	NA	ko:K02935	NA
NA	CDS	20576	21442	+	MGYG000001107_01558	NA	hypothetical protein	NA	-	NA
NA	CDS	1764	3080	+	MGYG000003536_01344	iolG_4	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase	NA	-	NA
NA	CDS	11302	12798	+	MGYG000001536_00210	ravA	ATPase RavA	NA	ko:K03924	NA
NA	CDS	44986	45672	+	MGYG000004864_00616	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	14874	15404	-	MGYG000002461_03390	sfaA	S-fimbrial protein subunit SfaA	NA	ko:K07345	NA
NA	CDS	10480	11340	-	MGYG000000786_00132	NA	hypothetical protein	NA	-	NA
NA	CDS	65167	66099	+	MGYG000000076_00256	hexR	HTH-type transcriptional regulator HexR	NA	-	NA
NA	CDS	38030	38488	-	MGYG000001267_00165	mngA_1	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component	NA	-	NA
NA	CDS	99	380	+	MGYG000001658_02344	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	35131	42177	-	MGYG000003668_00170	NA	hypothetical protein	NA	-	NA
NA	CDS	100859	101116	-	MGYG000000193_01066	NA	hypothetical protein	NA	-	NA
NA	CDS	2783	4300	+	MGYG000000787_01781	thrC	Threonine synthase	NA	ko:K01733	NA
NA	CDS	3285	4694	-	MGYG000000824_00695	purF_1	Amidophosphoribosyltransferase	NA	ko:K00764	NA
NA	CDS	65250	65363	-	MGYG000003465_00819	rpmJ	50S ribosomal protein L36	NA	ko:K02919	NA
NA	CDS	3389	3991	-	MGYG000001824_01647	NA	hypothetical protein	NA	-	NA
NA	CDS	11046	12011	-	MGYG000002849_00106	NA	hypothetical protein	NA	-	NA
NA	CDS	155011	156780	-	MGYG000000070_02318	NA	hypothetical protein	NA	-	NA
NA	CDS	121097	122641	-	MGYG000001878_00293	atsA_1	Arylsulfatase	NA	ko:K01130	NA
NA	CDS	42403	43068	-	MGYG000004466_00037	pdg	Ultraviolet N-glycosylase/AP lyase	NA	ko:K10773	NA
NA	CDS	526	2007	+	MGYG000001610_01957	NA	hypothetical protein	NA	-	NA
NA	CDS	505513	505965	-	MGYG000001327_00498	NA	hypothetical protein	NA	-	NA
